company_name,company_name_ch,company_number,company_category,country_of_origin,incorporated,uri,primary_node,node_label,chain_position,secondary_node,review_needed,review_reason,sic_codes_full,matched_sic_code,matched_sic_text,sic_confidence,sic_tier,sic_source,oecd_activity_category,requires_defence_check,website,description,location_hint,ukspacetech_category,address_line1,address_line2,post_town,county,country,postcode,source_ch,source_uksd,source_scc,source_esa,source_website,supply_hierarchy,defence_primary,space_peripheral,ch_verified,notes,data_collection_date,extraction_source,match_type,confidence_level,primary_node_original,review_status,defence_review_status,is_shell,ch_name,ch_status,ch_type,ch_sic_codes,ch_postcode,ch_locality,ch_region,ch_country,ch_incorporated,pipeline_status,pipeline_reason,pipeline_date,ukspace_category,ukspace_profile_url,source_ukspace,space_probability,ml_classification_date,ml_version,classification_reason
SPACE SCIENCE SOLUTIONS LTD,SPACE SCIENCE SOLUTIONS LTD,09462001,Private Limited Company,United Kingdom,27/02/2015,http://business.data.gov.uk/id/company/09462001,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,26 CHURCH END ROAD,SHENLEY BROOK END,MILTON KEYNES,,UNITED KINGDOM,MK5 7AB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE SCIENCE SOLUTIONS LTD,active,ltd,72190,MK5 7AB,Milton Keynes,,United Kingdom,2015-02-27,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.9109131007591892,2026-07-23,v2,
SPACE SOLAR GROUP SERVICES LIMITED,SPACE SOLAR GROUP SERVICES LIMITED,14589282,Private Limited Company,United Kingdom,12/01/2023,http://business.data.gov.uk/id/company/14589282,N9,Enabling and Ancillary,Enabling,,Yes,,71122 - Engineering related scientific and technical consulting activities | 72190 - Other research and experimental development on natural sciences and engineering | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,2 COMMUNICATIONS ROAD,GREENHAM BUSINESS PARK,NEWBURY,BERKSHIRE,ENGLAND,RG19 6AB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE SOLAR GROUP SERVICES LIMITED,active,ltd,"71122, 72190",RG19 6AB,Newbury,Berkshire,England,2023-01-12,verified,Also in Source 2 (ukspacetech.com),2026-07-23,,,,0.8606257666853606,2026-07-23,v2,
SPACE SYNAPSE SYSTEMS LTD,SPACE SYNAPSE SYSTEMS LTD,07234159,Private Limited Company,United Kingdom,26/04/2010,http://business.data.gov.uk/id/company/07234159,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,43 BOXMOOR ROAD,,HARROW,,ENGLAND,HA3 8LH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE SYNAPSE SYSTEMS LTD,active,ltd,74909,HA3 8LH,Harrow,,England,2010-04-26,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.6155545119331101,2026-07-23,v2,
SPACE SYSTEMS & PARTNERS FOR EXPLORATION LTD,SPACE SYSTEMS & PARTNERS FOR EXPLORATION LTD,16110804,Private Limited Company,United Kingdom,30/11/2024,http://business.data.gov.uk/id/company/16110804,N9,Enabling and Ancillary,Enabling,,Yes,,58110 - Book publishing | 72190 - Other research and experimental development on natural sciences and engineering | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,82 GREAT NORTH ROAD,,HATFIELD,,ENGLAND,AL9 5BL,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE SYSTEMS & PARTNERS FOR EXPLORATION LTD,active,ltd,"58110, 72190",AL9 5BL,Hatfield,,England,2024-11-30,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.7653848909059381,2026-07-23,v2,
SPACE SYSTEMS ENGINEERING SERVICES LTD,SPACE SYSTEMS ENGINEERING SERVICES LTD,15758355,Private Limited Company,United Kingdom,03/06/2024,http://business.data.gov.uk/id/company/15758355,N9,Enabling and Ancillary,Enabling,,Yes,,"71121 - Engineering design activities for industrial process and production | 71122 - Engineering related scientific and technical consulting activities | 72190 - Other research and experimental development on natural sciences and engineering | 74909 - Other professional, scientific and technical activities n.e.c.",71121.0,71121 - Engineering design activities for industrial process and production,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy — CPA 71.12.17 engineering services for industrial and manufacturing projects (includes space vehicles). CPA 71.12.18 engineering services for telecommunications and broadcasting projects.,Research and development services / engineering,No,,,,,128 CITY ROAD,,LONDON,,UNITED KINGDOM,EC1V 2NX,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE SYSTEMS ENGINEERING SERVICES LTD,active,ltd,"71121, 71122, 72190, 74909",EC1V 2NX,London,,United Kingdom,2024-06-03,verified,"Active, space keyword confirmed, SIC 71121 (Low confidence).",2026-07-23,,,,0.5692356053213975,2026-07-23,v2,
SPACE TECHCOM LTD,SPACE TECHCOM LTD,16876343,Private Limited Company,United Kingdom,26/11/2025,http://business.data.gov.uk/id/company/16876343,N7,Data Processing and Analytics,Downstream,,Yes,,"62012 - Business and domestic software development | 62030 - Computer facilities management activities | 62090 - Other information technology service activities | 63110 - Data processing, hosting and related activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,2 APARTMENT 2 BLOCK B CHORLTON COURT BRANTINGHAM RD,,MANCHESTER,NORTH WEST,ENGLAND,M16 8QG,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE TECHCOM LTD,active,ltd,"62012, 62030, 62090, 63110",M16 8QG,Manchester,North West,England,2025-11-26,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.6358144873528547,2026-07-23,v2,
SPACE TIMES SOLUTIONS LTD,SPACE TIMES SOLUTIONS LTD,15528048,Private Limited Company,United Kingdom,28/02/2024,http://business.data.gov.uk/id/company/15528048,N8,Applications and Services,Downstream,,Yes,,61300 - Satellite telecommunications activities | 62020 - Information technology consultancy activities | 62090 - Other information technology service activities | nan,61300.0,61300 - Satellite telecommunications activities,High,Tier 1,"ONS SIC 2007 index: satellite circuit rental services, telecommunications satellite relay station. Also confirmed by OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: satellite telecommunications activities.",Operation of space systems / Downstream satcoms,No,,,,,58A VICTORIA ROAD,,ROMFORD,,UNITED KINGDOM,RM1 2JH,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE TIMES SOLUTIONS LTD,active,ltd,"61300, 62020, 62090",RM1 2JH,Romford,,United Kingdom,2024-02-28,verified,"Active, space keyword confirmed, SIC 61300 (High confidence).",2026-07-23,,,,0.889646097147053,2026-07-23,v2,
SPACE TO INSPIRE CIC,SPACE TO INSPIRE CIC,12633029,Community Interest Company,United Kingdom,29/05/2020,http://business.data.gov.uk/id/company/12633029,N9,Enabling and Ancillary,Enabling,,Yes,,"16290 - Manufacture of other products of wood; manufacture of articles of cork, straw and plaiting materials | 71122 - Engineering related scientific and technical consulting activities | 71129 - Other engineering activities | 85590 - Other education n.e.c.",71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,TECHNOLOGY WORKS HAWORTH VILLAGE HALL,BUTT LANE,HAWORTH,WEST YORKSHIRE,UNITED KINGDOM,BD22 8QJ,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE TO INSPIRE CIC,active,private-limited-guarant-nsc,"16290, 71122, 71129, 85590",BD22 8QJ,Haworth,West Yorkshire,United Kingdom,2020-05-29,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.8083606630507788,2026-07-23,v2,
SPACE TO SPEAK LTD,SPACE TO SPEAK LTD,15916453,Private Limited Company,United Kingdom,25/08/2024,http://business.data.gov.uk/id/company/15916453,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | 96090 - Other service activities n.e.c. | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,22 BLAYDIKE MOSS,,LEYLAND,,ENGLAND,PR26 7AR,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE TO SPEAK LTD,active,ltd,"74909, 96090",PR26 7AR,Leyland,,England,2024-08-25,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.606281210105421,2026-07-23,v2,
SPACE VALUE LTD,SPACE VALUE LTD,14067505,Private Limited Company,United Kingdom,25/04/2022,http://business.data.gov.uk/id/company/14067505,N9,Enabling and Ancillary,Enabling,,Yes,,70229 - Management consultancy activities other than financial management | 71200 - Technical testing and analysis | 72200 - Research and experimental development on social sciences and humanities | 74901 - Environmental consulting activities,70229.0,70229 - Management consultancy activities other than financial management,Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 70.22 business and other management consultancy — listed under professional, scientific and technical services for space.",Ancillary activities,No,,,,,35 BISHOPS DRIVE,COPPLESTONE,CREDITON,,ENGLAND,EX17 5HR,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACE VALUE LTD,active,ltd,"70229, 71200, 72200, 74901",EX17 5HR,Crediton,,England,2022-04-25,verified,"Active, space keyword confirmed, SIC 70229 (Low confidence).",2026-07-23,,,,0.5451860927144854,2026-07-23,v2,
SPACEBAR INTERNATIONAL LTD,SPACEBAR INTERNATIONAL LTD,15500363,Private Limited Company,United Kingdom,18/02/2024,http://business.data.gov.uk/id/company/15500363,N8,Applications and Services,Downstream,,Yes,,61900 - Other telecommunications activities | 62020 - Information technology consultancy activities | 63120 - Web portals | nan,61900.0,61900 - Other telecommunications activities,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 61.90 other telecommunications — CPA 61.90.10 includes satellite tracking services.,Operation of space systems,No,,,,,167-169 GREAT PORTLAND STREET 5TH FLOOR,,LONDON,,UNITED KINGDOM,W1W 5PF,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACEBAR INTERNATIONAL LTD,active,ltd,"61900, 62020, 63120",W1W 5PF,London,,United Kingdom,2024-02-18,verified,"Active, space keyword confirmed, SIC 61900 (Medium confidence).",2026-07-23,,,,0.7307689280552798,2026-07-23,v2,
SPACEBAR MEDIA LIMITED,SPACEBAR MEDIA LIMITED,05573177,Private Limited Company,United Kingdom,23/09/2005,http://business.data.gov.uk/id/company/05573177,N9,Enabling and Ancillary,Enabling,,Yes,,"74909 - Other professional, scientific and technical activities n.e.c. | nan | nan | nan",74909.0,"74909 - Other professional, scientific and technical activities n.e.c.",Low,Tier 3,"OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 74.90 other professional, scientific and technical activities — CPA 74.90.13 environmental consulting, CPA 74.90.14 weather forecasting and meteorological services.",Ancillary activities,No,,,,,TOR,SAINT-CLOUD WAY,MAIDENHEAD,BERKSHIRE,ENGLAND,SL6 8BN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACEBAR MEDIA LIMITED,active,ltd,74909,SL6 8BN,Maidenhead,Berkshire,England,2005-09-23,verified,"Active, space keyword confirmed, SIC 74909 (Low confidence).",2026-07-23,,,,0.5457770210955764,2026-07-23,v2,
SPACEBAR STUDIO LIMITED,SPACEBAR STUDIO LIMITED,09092620,Private Limited Company,United Kingdom,19/06/2014,http://business.data.gov.uk/id/company/09092620,N9,Enabling and Ancillary,Enabling,,Yes,,71122 - Engineering related scientific and technical consulting activities | nan | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,15-17 CHURCH STREET,,STAINES-UPON-THAMES,,ENGLAND,TW18 4EN,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACEBAR STUDIO LIMITED,active,ltd,71122,TW18 4EN,Staines-Upon-Thames,,England,2014-06-19,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.6334759851267707,2026-07-23,v2,
SPACEBRIDGE (EMEA) LTD,SPACEBRIDGE (EMEA) LTD,04229560,Private Limited Company,United Kingdom,06/06/2001,http://business.data.gov.uk/id/company/04229560,N9,Enabling and Ancillary,Enabling,,Yes,,26301 - Manufacture of telegraph and telephone apparatus and equipment | 71122 - Engineering related scientific and technical consulting activities | nan | nan,71122.0,71122 - Engineering related scientific and technical consulting activities,Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 71.12 engineering activities and related technical consultancy.,Research and development services / engineering,No,,,,,7 QUY COURT COLLIERS LANE,STOW-CUM-QUY,CAMBRIDGE,,ENGLAND,CB25 9AU,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACEBRIDGE (EMEA) LTD,active,ltd,"26301, 71122",CB25 9AU,Cambridge,,England,2001-06-06,verified,"Active, space keyword confirmed, SIC 71122 (Low confidence).",2026-07-23,,,,0.7702639421039081,2026-07-23,v2,
SPACEBRIDGE.AI LTD,SPACEBRIDGE.AI LTD,13970807,Private Limited Company,United Kingdom,11/03/2022,http://business.data.gov.uk/id/company/13970807,N7,Data Processing and Analytics,Downstream,,Yes,,"58290 - Other software publishing | 62012 - Business and domestic software development | 62020 - Information technology consultancy activities | 63110 - Data processing, hosting and related activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,OFFICE 517B,182-184 HIGH STREET NORTH,LONDON,GREATER LONDON,UNITED KINGDOM,E6 2JA,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACEBRIDGE.AI LTD,active,ltd,"58290, 62012, 62020, 63110",E6 2JA,London,Greater London,United Kingdom,2022-03-11,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.5923172892003999,2026-07-23,v2,
SPACECELL ENTERPRISES LTD,SPACECELL ENTERPRISES LTD,16746371,Private Limited Company,United Kingdom,26/09/2025,http://business.data.gov.uk/id/company/16746371,N7,Data Processing and Analytics,Downstream,,Yes,,"62012 - Business and domestic software development | 62020 - Information technology consultancy activities | 62090 - Other information technology service activities | 63110 - Data processing, hosting and related activities",63110.0,"63110 - Data processing, hosting and related activities",Low,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 63.11 data processing and hosting — downstream EO data processing services (explicitly noted in document p.11).,Downstream services for earth observation,No,,,,,C/O SG ACCOUNTING 1 CEDAR OFFICE PARK,COBHAM ROAD,WIMBORNE,,UNITED KINGDOM,BH21 7SB,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACECELL ENTERPRISES LTD,active,ltd,"62012, 62020, 62090, 63110",BH21 7SB,Wimborne,,United Kingdom,2025-09-26,verified,"Active, space keyword confirmed, SIC 63110 (Low confidence).",2026-07-23,,,,0.6335355149799871,2026-07-23,v2,
SPACECHIPS LTD,SPACECHIPS LTD,09158663,Private Limited Company,United Kingdom,01/08/2014,http://business.data.gov.uk/id/company/09158663,N9,Enabling and Ancillary,Enabling,,Yes,,72190 - Other research and experimental development on natural sciences and engineering | nan | nan | nan,72190.0,72190 - Other research and experimental development on natural sciences and engineering,Medium,Tier 3,OECD/BEA/ESA/Eurostat/JRC (2023) Table 4: NACE 72.19 other R&D on natural sciences and engineering — CPA 72.19.13 research in physical sciences including space research.,Fundamental and applied research,No,,,,,9 HILLTOP WALK,,HARPENDEN,HERTFORDSHIRE,,AL5 1AU,Yes,,,,,,,,Yes,Merged from: Source 1 (CH Bulk) . Node from S1 SIC. Address from S1 CH.,2026-07-23,CH_BULK,CH,Low,,,Pipeline verified,No,SPACECHIPS LTD,active,ltd,72190,AL5 1AU,Harpenden,Hertfordshire,,2014-08-01,verified,"Active, space keyword confirmed, SIC 72190 (Medium confidence).",2026-07-23,,,,0.943209260081799,2026-07-23,v2,
